"","season","episode","scene","utterance","emotion"
"3334",2,4,9,6,"Scared"
"3335",2,4,9,7,"Neutral"
"3336",2,4,9,8,"Powerful"
"3337",2,4,9,9,"Scared"
"3338",2,4,9,10,"Scared"
"3339",2,4,9,11,"Joyful"
"3340",2,4,9,12,"Scared"
"3341",2,4,9,13,"Joyful"
"3342",2,4,9,14,"Joyful"
"3343",2,4,9,15,"Joyful"
"3344",2,4,9,16,"Joyful"
"3345",2,4,9,17,"Neutral"
"3346",2,4,9,18,"Scared"
"3347",2,4,10,2,"Neutral"
"3348",2,4,10,3,"Peaceful"
"3349",2,4,10,4,"Scared"
"3350",2,4,10,5,"Joyful"
"3351",2,4,10,6,"Neutral"
"3352",2,5,1,2,"Sad"
"3353",2,5,1,3,"Joyful"
"3354",2,5,1,4,"Neutral"
"3355",2,5,1,5,"Neutral"
"3356",2,5,1,6,"Neutral"
"3357",2,5,1,7,"Peaceful"
"3358",2,5,1,8,"Joyful"
"3359",2,5,1,9,"Joyful"
"3360",2,5,1,10,"Neutral"
"3361",2,5,1,11,"Neutral"
"3362",2,5,1,12,"Joyful"
"3363",2,5,1,13,"Joyful"
"3364",2,5,1,14,"Neutral"
"3365",2,5,1,15,"Neutral"
"3366",2,5,1,16,"Peaceful"
"3367",2,5,1,17,"Joyful"
"3368",2,5,1,18,"Joyful"
"3369",2,5,1,19,"Neutral"
"3370",2,5,1,20,"Neutral"
"3371",2,5,1,21,"Joyful"
"3372",2,5,1,22,"Joyful"
"3373",2,5,1,23,"Joyful"
"3374",2,5,5,2,"Sad"
"3375",2,5,5,3,"Sad"
"3376",2,5,5,4,"Neutral"
"3377",2,5,5,5,"Sad"
"3378",2,5,5,6,"Sad"
"3379",2,5,5,7,"Neutral"
"3380",2,5,6,2,"Peaceful"
"3381",2,5,6,3,"Neutral"
"3382",2,5,6,4,"Scared"
"3383",2,5,6,5,"Joyful"
"3384",2,5,6,6,"Joyful"
"3385",2,5,6,7,"Sad"
"3386",2,5,6,8,"Neutral"
"3387",2,5,6,9,"Neutral"
"3388",2,5,6,10,"Neutral"
"3389",2,5,6,11,"Neutral"
"3390",2,5,6,12,"Joyful"
"3391",2,5,6,13,"Joyful"
"3392",2,5,6,14,"Sad"
"3393",2,5,6,15,"Joyful"
"3394",2,5,6,16,"Neutral"
"3395",2,5,6,17,"Neutral"
"3396",2,5,6,18,"Neutral"
"3397",2,5,6,19,"Neutral"
"3398",2,5,6,20,"Joyful"
"3399",2,6,2,2,"Joyful"
"3400",2,6,2,3,"Peaceful"
"3401",2,6,2,4,"Peaceful"
"3402",2,6,2,5,"Neutral"
"3403",2,6,2,6,"Powerful"
"3404",2,6,2,7,"Neutral"
"3405",2,6,2,8,"Mad"
"3406",2,6,2,9,"Neutral"
"3407",2,6,2,10,"Mad"
"3408",2,6,2,11,"Scared"
"3409",2,6,2,12,"Mad"
"3410",2,6,2,13,"Joyful"
"3411",2,6,3,2,"Scared"
"3412",2,6,3,3,"Joyful"
"3413",2,6,3,4,"Neutral"
"3414",2,6,3,5,"Scared"
"3415",2,6,3,6,"Scared"
"3416",2,6,3,7,"Neutral"
"3417",2,6,3,8,"Neutral"
"3418",2,6,3,9,"Joyful"
"3419",2,6,3,10,"Scared"
"3420",2,6,3,11,"Joyful"
"3421",2,6,3,12,"Peaceful"
"3422",2,6,3,13,"Joyful"
"3423",2,6,3,14,"Joyful"
"3424",2,6,3,15,"Joyful"
"3425",2,6,3,16,"Joyful"
"3426",2,6,3,17,"Powerful"
"3427",2,6,3,18,"Peaceful"
"3428",2,6,5,2,"Neutral"
"3429",2,6,5,3,"Neutral"
"3430",2,6,5,4,"Peaceful"
"3431",2,6,5,5,"Joyful"
"3432",2,6,5,6,"Powerful"
"3433",2,6,5,7,"Sad"
"3434",2,6,5,8,"Neutral"
"3435",2,6,5,9,"Sad"
"3436",2,6,5,10,"Neutral"
"3437",2,6,5,11,"Sad"
"3438",2,6,5,12,"Neutral"
"3439",2,6,5,13,"Scared"
"3440",2,6,5,14,"Peaceful"
"3441",2,6,5,15,"Scared"
"3442",2,6,5,16,"Neutral"
"3443",2,6,5,17,"Joyful"
"3444",2,7,1,2,"Sad"
"3445",2,7,1,3,"Neutral"
"3446",2,7,1,4,"Sad"
"3447",2,7,1,5,"Neutral"
"3448",2,7,1,6,"Scared"
"3449",2,7,1,7,"Neutral"
"3450",2,7,1,8,"Powerful"
"3451",2,7,1,9,"Sad"
"3452",2,7,1,10,"Neutral"
"3453",2,7,1,11,"Neutral"
"3454",2,7,1,12,"Scared"
"3455",2,7,1,13,"Joyful"
"3456",2,7,5,2,"Scared"
"3457",2,7,5,3,"Scared"
"3458",2,7,5,4,"Neutral"
"3459",2,7,5,5,"Neutral"
"3460",2,7,5,6,"Neutral"
"3461",2,7,5,7,"Mad"
"3462",2,7,5,8,"Joyful"
"3463",2,7,5,9,"Neutral"
"3464",2,7,5,10,"Sad"
"3465",2,7,5,11,"Sad"
"3466",2,7,5,12,"Neutral"
"3467",2,7,5,13,"Neutral"
"3468",2,7,5,14,"Neutral"
"3469",2,7,5,15,"Neutral"
"3470",2,7,5,16,"Neutral"
"3471",2,7,5,17,"Neutral"
"3472",2,7,6,2,"Neutral"
"3473",2,7,6,3,"Scared"
"3474",2,7,6,4,"Sad"
"3475",2,7,6,5,"Powerful"
"3476",2,7,6,6,"Joyful"
"3477",2,7,6,7,"Powerful"
"3478",2,7,6,8,"Joyful"
"3479",2,7,7,2,"Peaceful"
"3480",2,7,7,3,"Neutral"
"3481",2,7,7,4,"Joyful"
"3482",2,7,7,5,"Neutral"
"3483",2,7,7,6,"Peaceful"
"3484",2,7,7,7,"Sad"
"3485",2,7,7,8,"Sad"
"3486",2,7,7,9,"Sad"
"3487",2,7,7,10,"Sad"
"3488",2,7,7,11,"Joyful"
"3489",2,7,7,12,"Neutral"
"3490",2,7,7,13,"Powerful"
"3491",2,7,7,14,"Neutral"
"3492",2,7,7,15,"Neutral"
"3493",2,7,7,16,"Scared"
"3494",2,7,7,17,"Powerful"
"3495",2,7,7,18,"Mad"
"3496",2,7,7,19,"Neutral"
"3497",2,7,7,20,"Neutral"
"3498",2,7,7,21,"Peaceful"
"3499",2,7,7,22,"Neutral"
"3500",2,7,7,23,"Mad"
"3501",2,7,8,2,"Mad"
"3502",2,7,8,3,"Neutral"
"3503",2,7,8,4,"Powerful"
"3504",2,7,8,5,"Neutral"
"3505",2,7,8,6,"Powerful"
"3506",2,7,8,7,"Powerful"
"3507",2,7,10,2,"Neutral"
"3508",2,7,10,3,"Neutral"
"3509",2,7,10,4,"Neutral"
"3510",2,7,10,5,"Sad"
"3511",2,7,10,6,"Neutral"
"3512",2,7,10,7,"Neutral"
"3513",2,7,10,8,"Joyful"
"3514",2,7,10,9,"Joyful"
"3515",2,7,10,10,"Joyful"
"3516",2,7,10,11,"Joyful"
"3517",2,7,10,12,"Neutral"
"3518",2,7,10,13,"Neutral"
"3519",2,7,10,14,"Neutral"
"3520",2,7,10,15,"Joyful"
"3521",2,7,10,16,"Joyful"
"3522",2,7,10,17,"Joyful"
"3523",2,7,10,18,"Joyful"
"3524",2,7,10,19,"Joyful"
"3525",2,7,11,2,"Neutral"
"3526",2,7,11,3,"Sad"
"3527",2,7,11,4,"Neutral"
"3528",2,7,11,5,"Mad"
"3529",2,7,11,6,"Neutral"
"3530",2,7,11,7,"Sad"
"3531",2,7,11,8,"Sad"
"3532",2,7,11,9,"Mad"
"3533",2,7,11,10,"Mad"
"3534",2,7,11,11,"Mad"
"3535",2,7,11,12,"Mad"
"3536",2,7,11,13,"Sad"
"3537",2,7,11,14,"Sad"
"3538",2,7,11,15,"Sad"
"3539",2,7,11,16,"Mad"
"3540",2,7,11,17,"Mad"
"3541",2,7,11,18,"Mad"
"3542",2,7,11,19,"Mad"
"3543",2,7,11,20,"Mad"
"3544",2,7,11,21,"Mad"
"3545",2,7,11,22,"Mad"
"3546",2,7,11,23,"Mad"
"3547",2,7,11,24,"Mad"
"3548",2,7,11,25,"Mad"
"3549",2,7,11,26,"Peaceful"
"3550",2,7,12,2,"Powerful"
"3551",2,7,12,3,"Powerful"
"3552",2,7,12,4,"Mad"
"3553",2,7,12,5,"Joyful"
"3554",2,7,12,6,"Peaceful"
"3555",2,7,12,7,"Joyful"
"3556",2,7,12,8,"Neutral"
"3557",2,7,12,9,"Neutral"
"3558",2,7,12,10,"Neutral"
"3559",2,7,12,11,"Sad"
"3560",2,7,12,12,"Neutral"
"3561",2,7,12,13,"Sad"
"3562",2,7,12,14,"Neutral"
"3563",2,7,12,15,"Sad"
"3564",2,7,12,16,"Neutral"
"3565",2,7,12,17,"Neutral"
"3566",2,7,12,18,"Neutral"
"3567",2,7,12,19,"Neutral"
"3568",2,7,12,20,"Joyful"
"3569",2,8,1,2,"Joyful"
"3570",2,8,1,3,"Joyful"
"3571",2,8,1,4,"Joyful"
"3572",2,8,1,5,"Joyful"
"3573",2,8,1,6,"Joyful"
"3574",2,8,1,7,"Neutral"
"3575",2,8,1,8,"Neutral"
"3576",2,8,1,9,"Neutral"
"3577",2,8,1,10,"Joyful"
"3578",2,8,1,11,"Joyful"
"3579",2,8,1,12,"Neutral"
"3580",2,8,1,13,"Joyful"
"3581",2,8,1,14,"Joyful"
"3582",2,8,4,2,"Joyful"
"3583",2,8,4,3,"Neutral"
"3584",2,8,4,4,"Neutral"
"3585",2,8,4,5,"Scared"
"3586",2,8,4,6,"Neutral"
"3587",2,8,4,7,"Scared"
"3588",2,8,4,8,"Powerful"
"3589",2,8,4,9,"Mad"
"3590",2,8,4,10,"Neutral"
"3591",2,8,4,11,"Mad"
"3592",2,8,4,12,"Powerful"
"3593",2,8,4,13,"Mad"
"3594",2,8,4,14,"Powerful"
"3595",2,8,4,15,"Neutral"
"3596",2,8,4,16,"Neutral"
"3597",2,8,4,17,"Mad"
"3598",2,8,4,18,"Powerful"
"3599",2,8,4,19,"Mad"
"3600",2,8,4,20,"Powerful"
"3601",2,8,4,21,"Joyful"
"3602",2,8,4,22,"Powerful"
"3603",2,8,4,23,"Joyful"
"3604",2,8,5,2,"Neutral"
"3605",2,8,5,3,"Mad"
"3606",2,8,5,4,"Neutral"
"3607",2,8,5,5,"Neutral"
"3608",2,8,5,6,"Joyful"
"3609",2,8,5,7,"Neutral"
"3610",2,8,5,8,"Neutral"
"3611",2,8,5,9,"Neutral"
"3612",2,8,5,10,"Neutral"
"3613",2,8,5,11,"Sad"
"3614",2,8,5,12,"Mad"
"3615",2,8,5,13,"Powerful"
"3616",2,8,6,2,"Scared"
"3617",2,8,6,3,"Mad"
"3618",2,8,6,4,"Peaceful"
"3619",2,8,6,5,"Mad"
"3620",2,8,6,6,"Joyful"
"3621",2,8,6,7,"Peaceful"
"3622",2,8,6,8,"Neutral"
"3623",2,8,6,9,"Joyful"
"3624",2,8,6,10,"Neutral"
"3625",2,8,6,11,"Peaceful"
"3626",2,8,6,12,"Neutral"
"3627",2,8,6,13,"Peaceful"
"3628",2,8,6,14,"Joyful"
"3629",2,8,6,15,"Neutral"
"3630",2,8,6,16,"Joyful"
"3631",2,8,6,17,"Neutral"
"3632",2,8,6,18,"Sad"
"3633",2,8,7,2,"Neutral"
"3634",2,8,7,3,"Mad"
"3635",2,8,7,4,"Scared"
"3636",2,8,7,5,"Mad"
"3637",2,8,7,6,"Sad"
"3638",2,8,9,2,"Joyful"
"3639",2,8,9,3,"Powerful"
"3640",2,8,9,4,"Scared"
"3641",2,8,9,5,"Neutral"
"3642",2,8,9,6,"Neutral"
"3643",2,8,9,7,"Neutral"
"3644",2,8,9,8,"Joyful"
"3645",2,8,9,9,"Neutral"
"3646",2,8,9,10,"Neutral"
"3647",2,8,9,11,"Peaceful"
"3648",2,8,9,12,"Neutral"
"3649",2,8,9,13,"Scared"
"3650",2,8,9,14,"Neutral"
"3651",2,8,10,2,"Scared"
"3652",2,8,10,3,"Mad"
"3653",2,8,10,4,"Neutral"
"3654",2,8,10,5,"Mad"
"3655",2,8,10,6,"Neutral"
"3656",2,8,10,7,"Peaceful"
"3657",2,8,10,8,"Peaceful"
"3658",2,8,10,9,"Neutral"
"3659",2,8,10,10,"Joyful"
"3660",2,8,10,11,"Neutral"
"3661",2,8,10,12,"Scared"
"3662",2,8,10,13,"Peaceful"
"3663",2,8,10,14,"Scared"
"3664",2,8,10,15,"Mad"
"3665",2,8,10,16,"Scared"
"3666",2,8,10,17,"Mad"
"3667",2,8,10,18,"Scared"
"3668",2,8,10,19,"Mad"
"3669",2,8,10,20,"Scared"
"3670",2,8,10,21,"Sad"
"3671",2,8,10,22,"Peaceful"
"3672",2,8,10,23,"Sad"
"3673",2,8,10,24,"Peaceful"
"3674",2,8,10,25,"Scared"
"3675",2,8,10,26,"Scared"
"3676",2,8,11,2,"Neutral"
"3677",2,8,11,3,"Neutral"
"3678",2,8,11,4,"Scared"
"3679",2,8,11,5,"Sad"
"3680",2,8,11,6,"Sad"
"3681",2,8,11,7,"Sad"
"3682",2,8,11,8,"Scared"
"3683",2,8,11,9,"Neutral"
"3684",2,8,12,3,"Neutral"
"3685",2,8,12,4,"Neutral"
"3686",2,8,12,5,"Peaceful"
"3687",2,8,12,6,"Neutral"
"3688",2,8,12,7,"Scared"
"3689",2,8,12,8,"Powerful"
"3690",2,8,12,9,"Powerful"
"3691",2,8,12,10,"Joyful"
"3692",2,8,13,2,"Neutral"
"3693",2,8,13,3,"Sad"
"3694",2,8,13,4,"Neutral"
"3695",2,8,13,5,"Sad"
"3696",2,8,13,6,"Sad"
"3697",2,9,1,2,"Joyful"
"3698",2,9,1,3,"Neutral"
"3699",2,9,1,4,"Neutral"
"3700",2,9,1,5,"Neutral"
"3701",2,9,1,6,"Neutral"
"3702",2,9,1,7,"Neutral"
"3703",2,9,1,8,"Neutral"
"3704",2,9,1,9,"Joyful"
"3705",2,9,1,10,"Neutral"
"3706",2,9,1,11,"Neutral"
"3707",2,9,1,12,"Neutral"
"3708",2,9,1,13,"Scared"
"3709",2,9,1,14,"Neutral"
"3710",2,9,1,15,"Neutral"
"3711",2,9,1,16,"Neutral"
"3712",2,9,1,17,"Peaceful"
"3713",2,9,1,18,"Scared"
"3714",2,9,1,19,"Scared"
"3715",2,9,1,20,"Scared"
"3716",2,9,1,21,"Mad"
"3717",2,9,1,22,"Mad"
"3718",2,9,1,23,"Mad"
"3719",2,9,3,2,"Neutral"
"3720",2,9,3,3,"Neutral"
"3721",2,9,3,4,"Joyful"
"3722",2,9,3,5,"Neutral"
"3723",2,9,3,6,"Scared"
"3724",2,9,3,7,"Scared"
"3725",2,9,3,8,"Scared"
"3726",2,9,3,9,"Joyful"
"3727",2,9,3,10,"Scared"
"3728",2,9,3,11,"Scared"
"3729",2,9,3,12,"Mad"
"3730",2,9,3,13,"Scared"
"3731",2,9,3,14,"Powerful"
"3732",2,9,3,15,"Sad"
"3733",2,9,3,16,"Sad"
"3734",2,9,3,17,"Sad"
"3735",2,9,3,18,"Mad"
"3736",2,9,3,19,"Neutral"
"3737",2,9,3,20,"Sad"
"3738",2,9,3,21,"Neutral"
"3739",2,9,3,22,"Sad"
"3740",2,9,3,23,"Sad"
"3741",2,9,3,24,"Neutral"
"3742",2,9,4,2,"Sad"
"3743",2,9,4,3,"Sad"
"3744",2,9,4,4,"Neutral"
"3745",2,9,4,5,"Neutral"
"3746",2,9,4,6,"Neutral"
"3747",2,9,4,7,"Neutral"
"3748",2,9,4,8,"Scared"
"3749",2,9,4,9,"Peaceful"
"3750",2,9,4,10,"Sad"
"3751",2,9,4,11,"Neutral"
"3752",2,9,4,12,"Neutral"
"3753",2,9,4,13,"Neutral"
"3754",2,9,4,14,"Neutral"
"3755",2,9,4,15,"Neutral"
"3756",2,9,4,16,"Joyful"
"3757",2,9,4,17,"Neutral"
"3758",2,9,4,18,"Neutral"
"3759",2,9,4,19,"Joyful"
"3760",2,9,4,20,"Peaceful"
"3761",2,9,4,21,"Mad"
"3762",2,9,4,22,"Neutral"
"3763",2,9,4,23,"Mad"
"3764",2,9,4,24,"Scared"
"3765",2,9,4,25,"Joyful"
"3766",2,9,5,2,"Scared"
"3767",2,9,5,3,"Neutral"
"3768",2,9,5,4,"Neutral"
"3769",2,9,5,5,"Peaceful"
"3770",2,9,5,6,"Neutral"
"3771",2,9,5,7,"Scared"
"3772",2,9,5,8,"Neutral"
"3773",2,9,5,9,"Sad"
"3774",2,9,5,10,"Scared"
"3775",2,9,5,11,"Powerful"
"3776",2,9,5,12,"Peaceful"
"3777",2,9,5,13,"Neutral"
"3778",2,9,5,14,"Peaceful"
"3779",2,9,6,2,"Neutral"
"3780",2,9,6,3,"Mad"
"3781",2,9,6,4,"Scared"
"3782",2,9,6,5,"Scared"
"3783",2,9,6,6,"Joyful"
"3784",2,9,6,7,"Neutral"
"3785",2,9,6,8,"Neutral"
"3786",2,9,6,9,"Neutral"
"3787",2,9,6,10,"Neutral"
"3788",2,9,6,11,"Joyful"
"3789",2,9,6,12,"Joyful"
"3790",2,9,6,13,"Peaceful"
"3791",2,9,6,14,"Neutral"
"3792",2,9,6,15,"Neutral"
"3793",2,9,6,16,"Powerful"
"3794",2,9,6,17,"Scared"
"3795",2,9,6,18,"Peaceful"
"3796",2,9,6,19,"Scared"
"3797",2,9,6,20,"Peaceful"
"3798",2,9,6,21,"Scared"
"3799",2,9,6,22,"Scared"
"3800",2,9,7,2,"Scared"
"3801",2,9,7,3,"Mad"
"3802",2,9,7,4,"Mad"
"3803",2,9,7,5,"Peaceful"
"3804",2,9,7,6,"Neutral"
"3805",2,9,7,7,"Mad"
"3806",2,9,7,8,"Scared"
"3807",2,9,7,9,"Mad"
"3808",2,9,7,10,"Scared"
"3809",2,9,7,11,"Mad"
"3810",2,9,7,12,"Scared"
"3811",2,9,7,13,"Mad"
"3812",2,9,7,14,"Peaceful"
"3813",2,9,7,15,"Joyful"
"3814",2,9,7,16,"Mad"
"3815",2,9,7,17,"Scared"
"3816",2,9,7,18,"Neutral"
"3817",2,9,7,19,"Sad"
"3818",2,9,7,20,"Joyful"
"3819",2,9,8,2,"Peaceful"
"3820",2,9,8,3,"Neutral"
"3821",2,9,8,4,"Joyful"
"3822",2,9,8,5,"Neutral"
"3823",2,9,8,6,"Neutral"
"3824",2,9,8,7,"Scared"
"3825",2,9,8,8,"Neutral"
"3826",2,9,8,9,"Neutral"
"3827",2,9,8,10,"Scared"
"3828",2,9,10,2,"Neutral"
"3829",2,9,10,3,"Joyful"
"3830",2,9,10,4,"Neutral"
"3831",2,9,10,5,"Joyful"
"3832",2,9,10,6,"Neutral"
"3833",2,9,10,7,"Peaceful"
"3834",2,9,10,8,"Scared"
"3835",2,9,10,9,"Powerful"
"3836",2,9,10,10,"Joyful"
"3837",2,9,10,11,"Peaceful"
"3838",2,9,10,12,"Scared"
"3839",2,9,10,13,"Peaceful"
"3840",2,9,10,14,"Neutral"
"3841",2,9,10,15,"Peaceful"
"3842",2,9,10,16,"Peaceful"
"3843",2,9,10,17,"Sad"
"3844",2,9,10,18,"Peaceful"
"3845",2,9,10,19,"Neutral"
"3846",2,9,11,2,"Scared"
"3847",2,9,11,3,"Joyful"
"3848",2,9,11,4,"Sad"
"3849",2,9,11,5,"Joyful"
"3850",2,9,11,6,"Sad"
"3851",2,9,11,7,"Powerful"
"3852",2,9,11,8,"Sad"
"3853",2,9,11,9,"Peaceful"
"3854",2,9,11,10,"Joyful"
"3855",2,9,11,11,"Joyful"
"3856",2,9,12,2,"Neutral"
"3857",2,9,12,3,"Scared"
"3858",2,9,12,4,"Joyful"
"3859",2,9,12,5,"Neutral"
"3860",2,9,12,6,"Scared"
"3861",2,9,12,7,"Joyful"
"3862",2,9,12,8,"Sad"
"3863",2,9,12,9,"Neutral"
"3864",2,9,12,10,"Scared"
"3865",2,9,12,11,"Neutral"
"3866",2,9,12,12,"Mad"
"3867",2,9,12,13,"Joyful"
"3868",2,9,12,14,"Joyful"
"3869",2,10,3,2,"Neutral"
"3870",2,10,3,3,"Joyful"
"3871",2,10,3,4,"Joyful"
"3872",2,10,3,5,"Neutral"
"3873",2,10,3,6,"Neutral"
"3874",2,10,3,7,"Joyful"
"3875",2,10,3,8,"Scared"
"3876",2,10,3,9,"Peaceful"
"3877",2,10,3,10,"Scared"
"3878",2,10,3,11,"Neutral"
"3879",2,10,5,2,"Neutral"
"3880",2,10,5,3,"Neutral"
"3881",2,10,5,4,"Sad"
"3882",2,10,5,5,"Joyful"
"3883",2,10,5,6,"Joyful"
"3884",2,10,5,7,"Neutral"
"3885",2,10,5,8,"Scared"
"3886",2,10,5,9,"Sad"
"3887",2,10,5,10,"Neutral"
"3888",2,10,5,11,"Sad"
"3889",2,10,5,12,"Neutral"
"3890",2,10,5,13,"Sad"
"3891",2,10,5,14,"Neutral"
"3892",2,10,5,15,"Neutral"
"3893",2,10,5,16,"Peaceful"
"3894",2,10,5,17,"Joyful"
"3895",2,10,5,18,"Joyful"
"3896",2,10,5,19,"Scared"
"3897",2,10,5,20,"Peaceful"
"3898",2,10,5,21,"Peaceful"
"3899",2,10,6,2,"Neutral"
"3900",2,10,6,3,"Sad"
"3901",2,10,6,4,"Neutral"
"3902",2,10,6,5,"Sad"
"3903",2,10,6,6,"Neutral"
"3904",2,10,6,7,"Neutral"
"3905",2,10,9,2,"Neutral"
"3906",2,10,9,3,"Neutral"
"3907",2,10,9,4,"Neutral"
"3908",2,10,9,5,"Sad"
"3909",2,10,9,6,"Neutral"
"3910",2,10,9,7,"Neutral"
"3911",2,10,9,8,"Neutral"
"3912",2,10,9,9,"Neutral"
"3913",2,10,9,10,"Neutral"
"3914",2,10,9,11,"Neutral"
"3915",2,10,9,12,"Peaceful"
"3916",2,10,9,13,"Neutral"
"3917",2,11,1,2,"Neutral"
"3918",2,11,1,3,"Neutral"
"3919",2,11,1,4,"Peaceful"
"3920",2,11,1,5,"Peaceful"
"3921",2,11,1,6,"Neutral"
"3922",2,11,1,8,"Neutral"
"3923",2,11,1,9,"Scared"
"3924",2,11,1,10,"Neutral"
"3925",2,11,1,11,"Neutral"
"3926",2,11,1,12,"Neutral"
"3927",2,11,1,13,"Neutral"
"3928",2,11,1,14,"Scared"
"3929",2,11,1,15,"Neutral"
"3930",2,11,1,16,"Scared"
"3931",2,11,1,17,"Neutral"
"3932",2,11,1,18,"Neutral"
"3933",2,11,1,19,"Mad"
"3934",2,11,1,20,"Neutral"
"3935",2,11,1,21,"Neutral"
"3936",2,11,1,22,"Neutral"
"3937",2,11,3,2,"Joyful"
"3938",2,11,3,3,"Joyful"
"3939",2,11,3,4,"Joyful"
"3940",2,11,3,5,"Neutral"
"3941",2,11,3,6,"Neutral"
"3942",2,11,3,7,"Peaceful"
"3943",2,11,3,8,"Peaceful"
"3944",2,11,3,9,"Scared"
"3945",2,11,3,10,"Sad"
"3946",2,11,3,11,"Scared"
"3947",2,11,3,12,"Joyful"
"3948",2,11,3,13,"Sad"
"3949",2,11,3,14,"Peaceful"
"3950",2,11,3,15,"Sad"
"3951",2,11,3,16,"Scared"
"3952",2,11,3,17,"Scared"
"3953",2,11,7,2,"Neutral"
"3954",2,11,7,3,"Peaceful"
"3955",2,11,7,4,"Joyful"
"3956",2,11,7,5,"Mad"
"3957",2,11,7,6,"Neutral"
"3958",2,11,7,7,"Sad"
"3959",2,11,7,8,"Neutral"
"3960",2,11,7,9,"Mad"
"3961",2,11,7,10,"Neutral"
"3962",2,11,7,11,"Sad"
"3963",2,11,7,12,"Neutral"
"3964",2,11,7,13,"Sad"
"3965",2,11,7,14,"Neutral"
"3966",2,11,7,15,"Scared"
"3967",2,11,7,16,"Powerful"
"3968",2,11,7,17,"Mad"
"3969",2,11,7,18,"Neutral"
"3970",2,11,7,19,"Mad"
"3971",2,11,7,20,"Mad"
"3972",2,11,7,21,"Neutral"
"3973",2,11,7,22,"Scared"
"3974",2,11,7,23,"Powerful"
"3975",2,11,7,24,"Powerful"
"3976",2,11,8,2,"Powerful"
"3977",2,11,8,3,"Joyful"
"3978",2,11,8,4,"Mad"
"3979",2,11,8,5,"Neutral"
"3980",2,11,8,6,"Sad"
"3981",2,11,8,7,"Peaceful"
"3982",2,11,8,8,"Powerful"
"3983",2,11,8,9,"Joyful"
"3984",2,11,9,2,"Joyful"
"3985",2,11,9,3,"Powerful"
"3986",2,11,9,4,"Peaceful"
"3987",2,11,9,5,"Scared"
"3988",2,11,9,6,"Sad"
"3989",2,11,9,7,"Sad"
"3990",2,11,9,8,"Mad"
"3991",2,11,9,9,"Peaceful"
"3992",2,11,9,10,"Powerful"
"3993",2,11,9,11,"Joyful"
"3994",2,11,9,12,"Joyful"
"3995",2,11,9,13,"Joyful"
"3996",2,11,10,2,"Neutral"
"3997",2,11,10,3,"Neutral"
"3998",2,11,10,4,"Neutral"
"3999",2,11,10,5,"Neutral"
"4000",2,11,10,6,"Neutral"
"4001",2,11,10,7,"Neutral"
"4002",2,11,10,8,"Neutral"
"4003",2,11,10,9,"Neutral"
"4004",2,11,10,10,"Sad"
"4005",2,11,11,2,"Neutral"
"4006",2,11,11,3,"Peaceful"
"4007",2,11,11,4,"Neutral"
"4008",2,11,11,5,"Neutral"
"4009",2,11,11,6,"Neutral"
"4010",2,11,11,7,"Joyful"
"4011",2,11,11,8,"Mad"
"4012",2,11,11,9,"Joyful"
"4013",2,12,1,3,"Sad"
"4014",2,12,1,4,"Sad"
"4015",2,12,1,5,"Sad"
"4016",2,12,1,6,"Sad"
"4017",2,12,1,7,"Neutral"
"4018",2,12,1,8,"Sad"
"4019",2,12,1,9,"Peaceful"
"4020",2,12,1,10,"Sad"
"4021",2,12,1,11,"Joyful"
"4022",2,12,2,3,"Joyful"
"4023",2,12,2,4,"Joyful"
"4024",2,12,2,5,"Joyful"
"4025",2,12,2,6,"Joyful"
"4026",2,12,2,7,"Joyful"
"4027",2,12,2,8,"Joyful"
"4028",2,12,2,9,"Scared"
"4029",2,12,2,10,"Powerful"
"4030",2,12,2,11,"Joyful"
"4031",2,12,2,12,"Neutral"
"4032",2,12,2,13,"Mad"
"4033",2,12,2,14,"Joyful"
"4034",2,12,2,15,"Joyful"
"4035",2,12,2,16,"Joyful"
"4036",2,12,2,17,"Joyful"
"4037",2,12,2,18,"Joyful"
"4038",2,12,2,19,"Powerful"
"4039",2,12,2,20,"Peaceful"
"4040",2,12,2,21,"Joyful"
"4041",2,12,2,22,"Joyful"
"4042",2,12,2,23,"Powerful"
"4043",2,12,2,24,"Joyful"
"4044",2,12,3,2,"Peaceful"
"4045",2,12,3,3,"Joyful"
"4046",2,12,3,4,"Neutral"
"4047",2,12,3,5,"Neutral"
"4048",2,12,3,6,"Scared"
"4049",2,12,3,7,"Neutral"
"4050",2,12,3,8,"Powerful"
"4051",2,12,3,9,"Scared"
"4052",2,12,3,10,"Neutral"
"4053",2,12,3,11,"Neutral"
"4054",2,12,3,12,"Neutral"
"4055",2,12,3,13,"Scared"
"4056",2,12,3,14,"Neutral"
"4057",2,12,3,15,"Scared"
"4058",2,12,3,16,"Joyful"
"4059",2,12,3,17,"Joyful"
"4060",2,12,3,18,"Neutral"
"4061",2,12,4,2,"Neutral"
"4062",2,12,4,3,"Scared"
"4063",2,12,4,4,"Sad"
"4064",2,12,4,5,"Scared"
"4065",2,12,4,6,"Sad"
"4066",2,12,4,7,"Scared"
"4067",2,12,4,8,"Neutral"
"4068",2,12,4,9,"Mad"
"4069",2,12,4,10,"Neutral"
"4070",2,12,4,11,"Mad"
"4071",2,12,4,12,"Peaceful"
"4072",2,12,5,3,"Joyful"
"4073",2,12,5,4,"Peaceful"
"4074",2,12,5,5,"Mad"
"4075",2,12,5,6,"Mad"
"4076",2,12,5,7,"Neutral"
"4077",2,12,5,8,"Peaceful"
"4078",2,12,5,9,"Mad"
